trial_id,patient_id,patient_start_date,patient_end_date,diagnosis,medication,dosage_mg,age,gender,country,national_id,trial_name,start_date,end_date
113,P007,2023-01-23,2023-02-09,Cardiovascular,Drug_A,25,78,F,MEX,GWDR522929HAGBD2,Combination Therapy - Trial 113,2023-01-01,2023-02-18
110,P193,2023-02-20,2023-04-22,Hypertension,Drug_C,299,55,M,UK,WN377005G,High Dose - Trial 110,2023-02-04,2023-05-16
108,P435,2023-03-05,2023-04-14,Cardiovascular,Drug_A,80,57,F,Spain,29452752F,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
113,P140,2023-01-12,2023-02-05,Diabetes,Drug_E,416,24,F,Spain,82124536H,Combination Therapy - Trial 113,2023-01-01,2023-02-18
104,P159,2023-02-02,2023-02-28,Diabetes,Drug_E,190,24,M,Spain,72448630R,Long-Term Study - Trial 104,2023-01-23,2023-03-24
117,P147,2023-02-07,2023-03-27,Diabetes,Drug_E,481,43,M,Germany,8057750596M,Low Dose - Trial 117,2023-01-22,2023-04-16
104,P164,2023-02-01,2023-02-16,Diabetes,Drug_E,257,70,M,Germany,2904479498F,Long-Term Study - Trial 104,2023-01-23,2023-03-24
119,P073,2023-02-28,2023-03-26,Diabetes,Drug_E,357,24,F,Spain,39008113A,Low Dose - Trial 119,2023-02-11,2023-03-31
103,P378,2023-04-07,2023-05-23,Diabetes,Drug_E,19,69,F,Spain,80235086A,High Dose - Trial 103,2023-02-22,2023-05-26
106,P035,2023-02-17,2023-04-07,Cardiovascular,Drug_A,199,32,F,Spain,86535489J,Combination Therapy - Trial 106,2023-02-12,2023-04-17
103,P349,2023-03-19,2023-05-12,Cardiovascular,Drug_B,138,56,F,Germany,5698870893F,High Dose - Trial 103,2023-02-22,2023-05-26
102,P349,2023-03-27,2023-04-14,Hypertension,Drug_D,239,56,F,Germany,5698870893F,Low Dose - Trial 102,2023-03-02,2023-04-24
109,P123,2023-03-24,2023-04-21,Cardiovascular,Drug_A,183,24,F,ARG,27-22528254-2,Low Dose - Trial 109,2023-03-01,2023-05-07
103,P123,2023-04-09,2023-05-21,Hypertension,Drug_C,11,24,F,ARG,27-22528254-2,High Dose - Trial 103,2023-02-22,2023-05-26
115,P127,2023-03-01,2023-05-09,Diabetes,Drug_E,324,28,F,Germany,8108832337F,Combination Therapy - Trial 115,2023-02-07,2023-05-17
100,P038,2023-02-15,2023-03-07,Hypertension,Drug_C,86,50,M,Spain,95182133D,High Dose - Trial 100,2023-02-04,2023-03-07
119,P107,2023-02-18,2023-03-31,Diabetes,Drug_E,302,61,M,MEX,HUVT374519HZCRPP,Low Dose - Trial 119,2023-02-11,2023-03-31
116,P107,2023-02-03,2023-02-18,Diabetes,Drug_E,130,61,M,MEX,HUVT374519HZCRPP,High Dose - Trial 116,2023-01-29,2023-03-23
111,P410,2023-01-31,2023-02-25,Cardiovascular,Drug_B,17,56,M,Spain,82866430F,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
105,P451,2023-02-11,2023-03-15,Diabetes,Drug_E,262,22,F,UK,EK586451V,Combination Therapy - Trial 105,2023-01-02,2023-03-26
117,P006,2023-03-05,2023-04-01,Hypertension,Drug_D,237,66,M,Germany,7917331564M,Low Dose - Trial 117,2023-01-22,2023-04-16
118,P433,2023-01-31,2023-05-21,Diabetes,Drug_E,420,63,F,ARG,23-90724235-6,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
102,P016,2023-03-22,2023-04-10,Hypertension,Drug_D,249,52,F,Spain,21178139U,Low Dose - Trial 102,2023-03-02,2023-04-24
102,P084,2023-03-27,2023-04-16,Diabetes,Drug_E,162,47,M,Germany,9311092256M,Low Dose - Trial 102,2023-03-02,2023-04-24
107,P062,2023-02-11,2023-03-21,Hypertension,Drug_C,246,67,F,ARG,27-53487778-7,Low Dose - Trial 107,2023-01-11,2023-04-13
103,P062,2023-03-31,2023-04-21,Diabetes,Drug_E,51,67,F,ARG,27-53487778-7,High Dose - Trial 103,2023-02-22,2023-05-26
102,P439,2023-03-07,2023-04-05,Diabetes,Drug_E,118,55,F,MEX,MATI211979MOL0YF,Low Dose - Trial 102,2023-03-02,2023-04-24
107,P197,2023-01-12,2023-02-20,Cardiovascular,Drug_B,262,52,F,ARG,23-28355632-1,Low Dose - Trial 107,2023-01-11,2023-04-13
117,P294,2023-01-29,2023-02-24,Hypertension,Drug_C,348,45,F,ARG,27-57561489-8,Low Dose - Trial 117,2023-01-22,2023-04-16
116,P294,2023-02-24,2023-03-11,Hypertension,Drug_C,377,45,F,ARG,27-57561489-8,High Dose - Trial 116,2023-01-29,2023-03-23
113,P383,2023-01-06,2023-01-22,Hypertension,Drug_D,481,24,M,ARG,23-66203976-4,Combination Therapy - Trial 113,2023-01-01,2023-02-18
116,P383,2023-02-03,2023-03-03,Diabetes,Drug_E,267,24,M,ARG,23-66203976-4,High Dose - Trial 116,2023-01-29,2023-03-23
110,P311,2023-02-22,2023-04-03,Diabetes,Drug_E,244,52,F,ARG,27-01687432-2,High Dose - Trial 110,2023-02-04,2023-05-16
117,P498,2023-02-27,2023-03-17,Diabetes,Drug_E,172,49,F,ARG,20-89508035-4,Low Dose - Trial 117,2023-01-22,2023-04-16
117,P314,2023-01-27,2023-04-03,Hypertension,Drug_C,442,30,F,Germany,1902860613F,Low Dose - Trial 117,2023-01-22,2023-04-16
111,P128,2023-02-10,2023-03-18,Cardiovascular,Drug_B,417,73,M,Germany,1957379713M,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
113,P187,2023-01-25,2023-02-12,Cardiovascular,Drug_A,242,62,F,ARG,27-83671806-8,Combination Therapy - Trial 113,2023-01-01,2023-02-18
103,P012,2023-03-14,2023-05-02,Cardiovascular,Drug_A,175,76,F,Spain,14500995H,High Dose - Trial 103,2023-02-22,2023-05-26
103,P372,2023-03-29,2023-04-25,Hypertension,Drug_D,379,67,M,MEX,GQLK665180MITSVK,High Dose - Trial 103,2023-02-22,2023-05-26
104,P234,2023-02-13,2023-03-10,Diabetes,Drug_E,208,71,M,MEX,JTZQ197117HBM2QL,Long-Term Study - Trial 104,2023-01-23,2023-03-24
110,P250,2023-03-06,2023-03-28,Diabetes,Drug_E,223,44,F,Spain,93170851H,High Dose - Trial 110,2023-02-04,2023-05-16
117,P322,2023-01-31,2023-04-13,Hypertension,Drug_D,46,78,F,UK,SY288250Y,Low Dose - Trial 117,2023-01-22,2023-04-16
109,P395,2023-03-10,2023-03-27,Diabetes,Drug_E,43,51,F,MEX,GPTR477433MRSUOV,Low Dose - Trial 109,2023-03-01,2023-05-07
101,P470,2023-02-24,2023-03-12,Cardiovascular,Drug_B,18,58,F,MEX,LFEP096932MAMP9U,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
118,P244,2023-02-26,2023-05-24,Diabetes,Drug_E,446,76,M,ARG,20-56078258-8,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
101,P297,2023-01-25,2023-02-13,Diabetes,Drug_E,487,38,M,MEX,NIWW668610HHLE6B,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
112,P336,2023-02-01,2023-03-20,Hypertension,Drug_D,470,35,F,MEX,AXXO159929HYW3QH,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
103,P053,2023-03-07,2023-05-12,Diabetes,Drug_E,116,74,M,ARG,27-71631910-8,High Dose - Trial 103,2023-02-22,2023-05-26
101,P245,2023-02-01,2023-03-23,Diabetes,Drug_E,264,42,F,MEX,PWFT087008MIA8Y7,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
112,P245,2023-02-06,2023-02-26,Diabetes,Drug_E,126,42,F,MEX,PWFT087008MIA8Y7,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
113,P402,2023-01-07,2023-02-09,Cardiovascular,Drug_B,312,43,M,MEX,KOXZ059842MTUDXL,Combination Therapy - Trial 113,2023-01-01,2023-02-18
102,P489,2023-03-23,2023-04-12,Hypertension,Drug_D,182,51,F,UK,XO469293Y,Low Dose - Trial 102,2023-03-02,2023-04-24
113,P145,2023-01-06,2023-01-27,Cardiovascular,Drug_B,260,23,F,UK,DV030249E,Combination Therapy - Trial 113,2023-01-01,2023-02-18
100,P063,2023-02-15,2023-03-05,Hypertension,Drug_D,132,54,M,ARG,23-07013533-5,High Dose - Trial 100,2023-02-04,2023-03-07
104,P484,2023-02-17,2023-03-10,Diabetes,Drug_E,74,47,F,Germany,7384365050M,Long-Term Study - Trial 104,2023-01-23,2023-03-24
105,P458,2023-01-18,2023-03-01,Diabetes,Drug_E,231,39,F,UK,HW645735E,Combination Therapy - Trial 105,2023-01-02,2023-03-26
119,P398,2023-02-22,2023-03-22,Hypertension,Drug_D,121,75,F,Spain,87685839O,Low Dose - Trial 119,2023-02-11,2023-03-31
116,P211,2023-01-29,2023-02-16,Cardiovascular,Drug_A,444,57,F,Germany,3498746490F,High Dose - Trial 116,2023-01-29,2023-03-23
107,P211,2023-02-10,2023-03-14,Diabetes,Drug_E,445,57,F,Germany,3498746490F,Low Dose - Trial 107,2023-01-11,2023-04-13
114,P386,2023-03-02,2023-03-28,Hypertension,Drug_C,65,75,F,MEX,SDKE278293MVNTQG,Combination Therapy - Trial 114,2023-02-10,2023-04-28
119,P093,2023-02-22,2023-03-11,Diabetes,Drug_E,333,21,F,Germany,9248983938F,Low Dose - Trial 119,2023-02-11,2023-03-31
101,P093,2023-02-13,2023-03-18,Hypertension,Drug_C,481,21,F,Germany,9248983938F,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
116,P134,2023-02-21,2023-03-15,Diabetes,Drug_E,499,36,F,ARG,27-34672323-3,High Dose - Trial 116,2023-01-29,2023-03-23
103,P362,2023-04-09,2023-05-19,Diabetes,Drug_E,277,30,M,Germany,3064815341F,High Dose - Trial 103,2023-02-22,2023-05-26
104,P362,2023-01-27,2023-03-04,Diabetes,Drug_E,328,30,M,Germany,3064815341F,Long-Term Study - Trial 104,2023-01-23,2023-03-24
114,P273,2023-03-06,2023-04-26,Hypertension,Drug_D,147,72,F,MEX,WOAL917305HNEO5B,Combination Therapy - Trial 114,2023-02-10,2023-04-28
105,P055,2023-01-03,2023-03-21,Hypertension,Drug_C,290,62,F,MEX,DKMT159253MFRSDA,Combination Therapy - Trial 105,2023-01-02,2023-03-26
103,P037,2023-02-25,2023-05-24,Hypertension,Drug_C,491,27,F,MEX,CUAQ326892MXSIHV,High Dose - Trial 103,2023-02-22,2023-05-26
104,P146,2023-01-29,2023-02-24,Hypertension,Drug_C,121,46,M,Germany,0191231250F,Long-Term Study - Trial 104,2023-01-23,2023-03-24
113,P480,2023-01-23,2023-02-10,Diabetes,Drug_E,55,32,F,UK,YT141651H,Combination Therapy - Trial 113,2023-01-01,2023-02-18
106,P189,2023-02-12,2023-04-07,Diabetes,Drug_E,339,20,M,UK,AW003803N,Combination Therapy - Trial 106,2023-02-12,2023-04-17
101,P247,2023-01-14,2023-04-09,Hypertension,Drug_C,190,24,F,UK,MY688845R,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
109,P125,2023-03-14,2023-05-04,Diabetes,Drug_E,16,21,M,MEX,JVSZ302237MSRG2P,Low Dose - Trial 109,2023-03-01,2023-05-07
112,P125,2023-01-17,2023-02-02,Hypertension,Drug_C,342,21,M,MEX,JVSZ302237MSRG2P,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
104,P375,2023-02-17,2023-03-10,Hypertension,Drug_D,398,68,M,ARG,27-19472309-2,Long-Term Study - Trial 104,2023-01-23,2023-03-24
110,P179,2023-02-18,2023-05-16,Hypertension,Drug_D,67,30,F,UK,JM041374T,High Dose - Trial 110,2023-02-04,2023-05-16
102,P179,2023-03-25,2023-04-16,Diabetes,Drug_E,133,30,F,UK,JM041374T,Low Dose - Trial 102,2023-03-02,2023-04-24
118,P407,2023-02-19,2023-05-25,Hypertension,Drug_C,460,62,F,MEX,LYKM795758MITT8A,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
116,P348,2023-02-19,2023-03-17,Hypertension,Drug_C,146,76,M,MEX,QHKF860812MYLYU3,High Dose - Trial 116,2023-01-29,2023-03-23
113,P123,2023-01-08,2023-01-24,Hypertension,Drug_D,484,24,F,ARG,27-22528254-2,Combination Therapy - Trial 113,2023-01-01,2023-02-18
117,P123,2023-03-03,2023-04-11,Cardiovascular,Drug_A,288,24,F,ARG,27-22528254-2,Low Dose - Trial 117,2023-01-22,2023-04-16
104,P436,2023-01-27,2023-03-16,Cardiovascular,Drug_A,166,52,F,ARG,20-69056217-0,Long-Term Study - Trial 104,2023-01-23,2023-03-24
104,P393,2023-02-03,2023-03-21,Hypertension,Drug_D,244,62,F,MEX,BCIC092686HQBFEX,Long-Term Study - Trial 104,2023-01-23,2023-03-24
107,P393,2023-01-18,2023-03-20,Hypertension,Drug_C,39,62,F,MEX,BCIC092686HQBFEX,Low Dose - Trial 107,2023-01-11,2023-04-13
116,P404,2023-02-14,2023-03-17,Diabetes,Drug_E,433,31,F,UK,SZ716873T,High Dose - Trial 116,2023-01-29,2023-03-23
117,P165,2023-02-10,2023-03-09,Hypertension,Drug_C,148,34,M,UK,NA366970K,Low Dose - Trial 117,2023-01-22,2023-04-16
100,P441,2023-02-11,2023-02-27,Hypertension,Drug_D,181,45,M,ARG,23-44386613-9,High Dose - Trial 100,2023-02-04,2023-03-07
112,P471,2023-01-23,2023-03-07,Hypertension,Drug_D,137,46,M,ARG,20-57177292-4,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
100,P471,2023-02-04,2023-03-01,Hypertension,Drug_D,99,46,M,ARG,20-57177292-4,High Dose - Trial 100,2023-02-04,2023-03-07
110,P219,2023-03-03,2023-04-03,Diabetes,Drug_E,16,24,F,MEX,QWBM911080MVE7LV,High Dose - Trial 110,2023-02-04,2023-05-16
111,P308,2023-02-18,2023-03-12,Hypertension,Drug_C,73,63,M,ARG,20-25784765-0,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
110,P479,2023-02-09,2023-05-09,Diabetes,Drug_E,232,38,M,Germany,4258922808F,High Dose - Trial 110,2023-02-04,2023-05-16
104,P217,2023-01-26,2023-02-16,Diabetes,Drug_E,216,40,F,ARG,20-00305381-1,Long-Term Study - Trial 104,2023-01-23,2023-03-24
100,P492,2023-02-10,2023-02-27,Diabetes,Drug_E,151,55,F,MEX,MZPT569582HATNRS,High Dose - Trial 100,2023-02-04,2023-03-07
119,P496,2023-02-22,2023-03-12,Hypertension,Drug_D,75,74,M,ARG,20-13593561-7,Low Dose - Trial 119,2023-02-11,2023-03-31
112,P198,2023-02-07,2023-03-09,Diabetes,Drug_E,221,42,M,MEX,GUSD227568HLUZ0O,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
107,P275,2023-01-31,2023-03-08,Diabetes,Drug_E,356,22,M,Germany,1875534746F,Low Dose - Trial 107,2023-01-11,2023-04-13
117,P315,2023-02-13,2023-04-02,Diabetes,Drug_E,68,20,M,ARG,27-61069245-4,Low Dose - Trial 117,2023-01-22,2023-04-16
119,P287,2023-02-12,2023-03-24,Hypertension,Drug_C,17,39,F,ARG,20-79594056-5,Low Dose - Trial 119,2023-02-11,2023-03-31
112,P060,2023-01-17,2023-02-23,Hypertension,Drug_D,358,76,M,Spain,11871738F,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
111,P064,2023-01-28,2023-02-18,Hypertension,Drug_C,408,60,M,UK,SI121605D,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
115,P174,2023-02-24,2023-04-02,Diabetes,Drug_E,146,45,M,Spain,76103780E,Combination Therapy - Trial 115,2023-02-07,2023-05-17
115,P353,2023-02-18,2023-04-13,Hypertension,Drug_D,185,64,M,Spain,12768765O,Combination Therapy - Trial 115,2023-02-07,2023-05-17
101,P079,2023-03-03,2023-04-08,Hypertension,Drug_C,296,70,M,Spain,07700184I,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
109,P230,2023-03-29,2023-04-26,Diabetes,Drug_E,115,44,M,Germany,1207710989M,Low Dose - Trial 109,2023-03-01,2023-05-07
106,P101,2023-02-28,2023-03-26,Diabetes,Drug_E,237,63,M,ARG,27-65396116-0,Combination Therapy - Trial 106,2023-02-12,2023-04-17
110,P032,2023-03-05,2023-05-02,Diabetes,Drug_E,482,31,F,Spain,64369070N,High Dose - Trial 110,2023-02-04,2023-05-16
102,P032,2023-03-16,2023-04-23,Diabetes,Drug_E,343,31,F,Spain,64369070N,Low Dose - Trial 102,2023-03-02,2023-04-24
113,P450,2023-01-22,2023-02-06,Diabetes,Drug_E,198,56,F,Spain,28737330E,Combination Therapy - Trial 113,2023-01-01,2023-02-18
119,P450,2023-02-25,2023-03-21,Hypertension,Drug_C,148,56,F,Spain,28737330E,Low Dose - Trial 119,2023-02-11,2023-03-31
109,P252,2023-04-02,2023-04-29,Hypertension,Drug_C,82,72,M,UK,XT246369X,Low Dose - Trial 109,2023-03-01,2023-05-07
112,P030,2023-01-25,2023-03-10,Diabetes,Drug_E,266,25,M,MEX,AMCS588604MSYOQ1,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
108,P324,2023-02-26,2023-03-24,Diabetes,Drug_E,43,60,M,Germany,8635780333F,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
115,P324,2023-02-17,2023-04-18,Cardiovascular,Drug_A,189,60,M,Germany,8635780333F,Combination Therapy - Trial 115,2023-02-07,2023-05-17
115,P290,2023-03-23,2023-04-25,Hypertension,Drug_C,349,72,F,MEX,EAZA986919HPM16C,Combination Therapy - Trial 115,2023-02-07,2023-05-17
104,P442,2023-02-09,2023-03-21,Hypertension,Drug_C,73,50,F,ARG,20-28463834-6,Long-Term Study - Trial 104,2023-01-23,2023-03-24
108,P066,2023-03-09,2023-04-09,Hypertension,Drug_D,397,58,F,MEX,VXBZ912966MMB0MW,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
114,P360,2023-02-24,2023-03-22,Diabetes,Drug_E,249,76,F,Germany,4730400416F,Combination Therapy - Trial 114,2023-02-10,2023-04-28
115,P072,2023-03-13,2023-03-29,Cardiovascular,Drug_A,475,55,F,Spain,12098420N,Combination Therapy - Trial 115,2023-02-07,2023-05-17
105,P232,2023-02-10,2023-03-21,Hypertension,Drug_C,70,68,F,UK,JH934867P,Combination Therapy - Trial 105,2023-01-02,2023-03-26
102,P017,2023-03-07,2023-04-11,Cardiovascular,Drug_B,225,76,M,UK,DN296963N,Low Dose - Trial 102,2023-03-02,2023-04-24
115,P354,2023-02-24,2023-04-02,Diabetes,Drug_E,181,23,F,ARG,23-94128522-0,Combination Therapy - Trial 115,2023-02-07,2023-05-17
107,P195,2023-02-16,2023-03-06,Diabetes,Drug_E,119,43,F,ARG,23-30852730-1,Low Dose - Trial 107,2023-01-11,2023-04-13
100,P291,2023-02-14,2023-03-03,Cardiovascular,Drug_B,432,43,F,Germany,2436012316M,High Dose - Trial 100,2023-02-04,2023-03-07
100,P316,2023-02-19,2023-03-07,Diabetes,Drug_E,274,57,F,MEX,ETRL977116HCPRSL,High Dose - Trial 100,2023-02-04,2023-03-07
119,P110,2023-02-24,2023-03-16,Diabetes,Drug_E,53,56,M,ARG,20-90287410-5,Low Dose - Trial 119,2023-02-11,2023-03-31
115,P352,2023-02-20,2023-04-12,Cardiovascular,Drug_B,266,66,F,UK,AI799359K,Combination Therapy - Trial 115,2023-02-07,2023-05-17
108,P357,2023-03-16,2023-04-04,Diabetes,Drug_E,265,40,F,Spain,02431970J,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
106,P357,2023-02-18,2023-03-31,Diabetes,Drug_E,404,40,F,Spain,02431970J,Combination Therapy - Trial 106,2023-02-12,2023-04-17
109,P046,2023-03-06,2023-04-23,Cardiovascular,Drug_A,82,77,F,MEX,WVWI279402MCIPY8,Low Dose - Trial 109,2023-03-01,2023-05-07
106,P176,2023-02-28,2023-04-09,Diabetes,Drug_E,176,57,M,UK,MH027178Q,Combination Therapy - Trial 106,2023-02-12,2023-04-17
106,P252,2023-02-12,2023-03-25,Hypertension,Drug_C,144,72,M,UK,XT246369X,Combination Therapy - Trial 106,2023-02-12,2023-04-17
107,P166,2023-01-31,2023-03-08,Hypertension,Drug_D,23,21,M,UK,QJ897426H,Low Dose - Trial 107,2023-01-11,2023-04-13
103,P166,2023-03-28,2023-04-12,Hypertension,Drug_C,222,21,M,UK,QJ897426H,High Dose - Trial 103,2023-02-22,2023-05-26
111,P161,2023-01-31,2023-02-21,Hypertension,Drug_D,340,21,M,Spain,33933938V,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
107,P204,2023-01-28,2023-03-10,Hypertension,Drug_D,43,36,M,MEX,AWKA628115MVU2HO,Low Dose - Trial 107,2023-01-11,2023-04-13
101,P350,2023-02-04,2023-04-09,Cardiovascular,Drug_A,105,42,F,ARG,27-90203910-1,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
116,P488,2023-02-22,2023-03-09,Hypertension,Drug_D,110,35,F,ARG,27-81136605-6,High Dose - Trial 116,2023-01-29,2023-03-23
102,P379,2023-03-22,2023-04-17,Cardiovascular,Drug_A,60,54,F,Spain,73341043B,Low Dose - Trial 102,2023-03-02,2023-04-24
114,P292,2023-03-08,2023-04-07,Hypertension,Drug_C,453,61,F,ARG,20-39108001-5,Combination Therapy - Trial 114,2023-02-10,2023-04-28
109,P239,2023-03-18,2023-04-06,Diabetes,Drug_E,34,30,M,MEX,LFPC657912MKQVYR,Low Dose - Trial 109,2023-03-01,2023-05-07
114,P216,2023-02-18,2023-04-11,Diabetes,Drug_E,435,38,F,MEX,FPCA888468HPOPLJ,Combination Therapy - Trial 114,2023-02-10,2023-04-28
104,P157,2023-02-22,2023-03-13,Cardiovascular,Drug_A,123,58,M,MEX,VAMN386247MREFD9,Long-Term Study - Trial 104,2023-01-23,2023-03-24
109,P157,2023-03-07,2023-04-25,Cardiovascular,Drug_B,493,58,M,MEX,VAMN386247MREFD9,Low Dose - Trial 109,2023-03-01,2023-05-07
104,P281,2023-02-07,2023-03-21,Diabetes,Drug_E,29,73,M,MEX,BQEA964986MNNYJA,Long-Term Study - Trial 104,2023-01-23,2023-03-24
108,P281,2023-03-08,2023-04-01,Hypertension,Drug_C,370,73,M,MEX,BQEA964986MNNYJA,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
113,P106,2023-01-10,2023-02-05,Cardiovascular,Drug_A,92,61,M,ARG,20-23432831-0,Combination Therapy - Trial 113,2023-01-01,2023-02-18
116,P462,2023-02-09,2023-03-18,Diabetes,Drug_E,211,50,M,ARG,23-90588506-4,High Dose - Trial 116,2023-01-29,2023-03-23
117,P399,2023-02-01,2023-04-09,Diabetes,Drug_E,121,72,F,UK,VR239543D,Low Dose - Trial 117,2023-01-22,2023-04-16
112,P176,2023-02-03,2023-03-08,Hypertension,Drug_D,130,57,M,UK,MH027178Q,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
110,P414,2023-03-13,2023-03-30,Diabetes,Drug_E,133,61,F,Germany,4142959648M,High Dose - Trial 110,2023-02-04,2023-05-16
108,P347,2023-03-03,2023-04-09,Diabetes,Drug_E,379,48,M,ARG,20-70889480-3,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
107,P397,2023-02-10,2023-03-22,Diabetes,Drug_E,287,42,M,ARG,23-90801992-7,Low Dose - Trial 107,2023-01-11,2023-04-13
111,P184,2023-01-23,2023-03-12,Diabetes,Drug_E,123,53,F,Spain,90707123U,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
106,P346,2023-02-19,2023-04-08,Hypertension,Drug_D,366,74,M,Spain,72140452X,Combination Therapy - Trial 106,2023-02-12,2023-04-17
101,P282,2023-01-08,2023-02-27,Diabetes,Drug_E,339,36,M,MEX,JYWO891742MGOBYG,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
112,P427,2023-02-09,2023-03-18,Hypertension,Drug_C,262,54,M,MEX,KKKR797722MULI7W,New Drug Evaluation - Trial 112,2023-01-08,2023-03-21
116,P342,2023-01-31,2023-03-08,Diabetes,Drug_E,128,61,F,MEX,JHYO085584HEWBCQ,High Dose - Trial 116,2023-01-29,2023-03-23
115,P342,2023-03-15,2023-04-17,Hypertension,Drug_C,269,61,F,MEX,JHYO085584HEWBCQ,Combination Therapy - Trial 115,2023-02-07,2023-05-17
108,P172,2023-03-12,2023-04-09,Hypertension,Drug_C,400,78,M,MEX,HFEG001515HAUDI8,New Drug Evaluation - Trial 108,2023-02-26,2023-04-15
101,P139,2023-01-28,2023-02-24,Diabetes,Drug_E,347,36,M,ARG,23-76541497-9,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
109,P233,2023-03-18,2023-04-12,Hypertension,Drug_D,379,62,F,MEX,VNMQ289091HWV0UI,Low Dose - Trial 109,2023-03-01,2023-05-07
111,P129,2023-01-24,2023-03-30,Hypertension,Drug_D,385,74,M,ARG,27-41239152-8,New Drug Evaluation - Trial 111,2023-01-19,2023-04-01
119,P014,2023-02-19,2023-03-19,Hypertension,Drug_C,384,24,M,MEX,OEJT825416MLMNVC,Low Dose - Trial 119,2023-02-11,2023-03-31
102,P463,2023-03-16,2023-04-22,Cardiovascular,Drug_B,397,51,M,ARG,20-92735596-2,Low Dose - Trial 102,2023-03-02,2023-04-24
102,P321,2023-03-22,2023-04-24,Hypertension,Drug_D,306,20,M,MEX,DAKY275145HEM8ZB,Low Dose - Trial 102,2023-03-02,2023-04-24
100,P163,2023-02-17,2023-03-06,Diabetes,Drug_E,400,26,F,UK,KY495686O,High Dose - Trial 100,2023-02-04,2023-03-07
113,P168,2023-01-23,2023-02-15,Hypertension,Drug_C,372,56,F,ARG,20-22311054-2,Combination Therapy - Trial 113,2023-01-01,2023-02-18
103,P154,2023-03-07,2023-03-27,Hypertension,Drug_C,290,59,M,Spain,06399677T,High Dose - Trial 103,2023-02-22,2023-05-26
116,P340,2023-02-12,2023-03-05,Diabetes,Drug_E,472,21,F,MEX,DHUP927293MGDGGW,High Dose - Trial 116,2023-01-29,2023-03-23
116,P021,2023-02-20,2023-03-07,Hypertension,Drug_C,420,31,M,Spain,24083487N,High Dose - Trial 116,2023-01-29,2023-03-23
114,P021,2023-03-18,2023-04-05,Diabetes,Drug_E,73,31,M,Spain,24083487N,Combination Therapy - Trial 114,2023-02-10,2023-04-28
119,P306,2023-02-16,2023-03-13,Hypertension,Drug_D,91,68,M,ARG,20-34520000-0,Low Dose - Trial 119,2023-02-11,2023-03-31
118,P227,2023-03-19,2023-05-02,Diabetes,Drug_E,193,44,M,MEX,HGJS764956HTW7BH,New Drug Evaluation - Trial 118,2023-01-28,2023-05-28
109,P475,2023-03-05,2023-03-24,Hypertension,Drug_D,78,72,F,ARG,20-34029658-5,Low Dose - Trial 109,2023-03-01,2023-05-07
105,P497,2023-01-20,2023-02-23,Hypertension,Drug_C,180,56,F,ARG,23-61173548-8,Combination Therapy - Trial 105,2023-01-02,2023-03-26
119,P305,2023-02-28,2023-03-22,Hypertension,Drug_C,497,40,M,UK,ZJ336200R,Low Dose - Trial 119,2023-02-11,2023-03-31
117,P400,2023-01-29,2023-02-24,Cardiovascular,Drug_B,71,50,F,UK,QO122732E,Low Dose - Trial 117,2023-01-22,2023-04-16
101,P215,2023-02-25,2023-04-13,Diabetes,Drug_E,482,79,F,ARG,27-00187130-3,New Drug Evaluation - Trial 101,2023-01-08,2023-05-05
103,P416,2023-03-24,2023-05-08,Cardiovascular,Drug_B,31,73,F,UK,CQ886041B,High Dose - Trial 103,2023-02-22,2023-05-26
116,P445,2023-01-31,2023-03-14,Cardiovascular,Drug_B,403,67,M,Germany,9013126776M,High Dose - Trial 116,2023-01-29,2023-03-23
